Date,Close
12/05/2016 16:00:00,51.51
13/05/2016 16:00:00,51.08
16/05/2016 16:00:00,51.83
17/05/2016 16:00:00,50.51
18/05/2016 16:00:00,50.81
19/05/2016 16:00:00,50.32
20/05/2016 16:00:00,50.62
23/05/2016 16:00:00,50.03
24/05/2016 16:00:00,51.59
25/05/2016 16:00:00,52.12
26/05/2016 16:00:00,51.89
27/05/2016 16:00:00,52.32
31/05/2016 16:00:00,53
01/06/2016 16:00:00,52.85
02/06/2016 16:00:00,52.48
03/06/2016 16:00:00,51.79
06/06/2016 16:00:00,52.13
07/06/2016 16:00:00,52.1
08/06/2016 16:00:00,52.04
09/06/2016 16:00:00,51.62
10/06/2016 16:00:00,51.48
13/06/2016 16:00:00,50.14
14/06/2016 16:00:00,49.83
15/06/2016 16:00:00,49.69
16/06/2016 16:00:00,50.39
17/06/2016 16:00:00,50.13
20/06/2016 16:00:00,50.07
21/06/2016 16:00:00,51.19
22/06/2016 16:00:00,50.99
23/06/2016 16:00:00,51.91
24/06/2016 16:00:00,49.83
27/06/2016 16:00:00,48.43
28/06/2016 16:00:00,49.44
29/06/2016 16:00:00,50.54
30/06/2016 16:00:00,51.17
01/07/2016 16:00:00,51.16
05/07/2016 16:00:00,51.17
06/07/2016 16:00:00,51.38
07/07/2016 16:00:00,51.38
08/07/2016 16:00:00,52.3
11/07/2016 16:00:00,52.59
12/07/2016 16:00:00,53.21
13/07/2016 16:00:00,53.51
14/07/2016 16:00:00,53.74
15/07/2016 16:00:00,53.7
18/07/2016 16:00:00,53.96
19/07/2016 16:00:00,53.09
20/07/2016 16:00:00,55.91
21/07/2016 16:00:00,55.8
22/07/2016 16:00:00,56.57
25/07/2016 16:00:00,56.73
26/07/2016 16:00:00,56.76
27/07/2016 16:00:00,56.19
28/07/2016 16:00:00,56.21
29/07/2016 16:00:00,56.68
01/08/2016 16:00:00,56.58
02/08/2016 16:00:00,56.58
03/08/2016 16:00:00,56.97
04/08/2016 16:00:00,57.39
05/08/2016 16:00:00,57.96
08/08/2016 16:00:00,58.06
09/08/2016 16:00:00,58.2
10/08/2016 16:00:00,58.02
11/08/2016 16:00:00,58.3
12/08/2016 16:00:00,57.94
15/08/2016 16:00:00,58.12
16/08/2016 16:00:00,57.44
17/08/2016 16:00:00,57.56
18/08/2016 16:00:00,57.6
19/08/2016 16:00:00,57.62
22/08/2016 16:00:00,57.67
23/08/2016 16:00:00,57.89
24/08/2016 16:00:00,57.95
25/08/2016 16:00:00,58.17
26/08/2016 16:00:00,58.03
29/08/2016 16:00:00,58.1
30/08/2016 16:00:00,57.89
31/08/2016 16:00:00,57.46
01/09/2016 16:00:00,57.59
02/09/2016 16:00:00,57.67
06/09/2016 16:00:00,57.61
07/09/2016 16:00:00,57.66
08/09/2016 16:00:00,57.43
09/09/2016 16:00:00,56.21
12/09/2016 16:00:00,57.05
13/09/2016 16:00:00,56.53
14/09/2016 16:00:00,56.26
15/09/2016 16:00:00,57.19
16/09/2016 16:00:00,57.25
19/09/2016 16:00:00,56.93
20/09/2016 16:00:00,56.81
21/09/2016 16:00:00,57.76
22/09/2016 16:00:00,57.82
23/09/2016 16:00:00,57.43
26/09/2016 16:00:00,56.9
27/09/2016 16:00:00,57.95
28/09/2016 16:00:00,58.03
29/09/2016 16:00:00,57.4
30/09/2016 16:00:00,57.6
03/10/2016 16:00:00,57.42
04/10/2016 16:00:00,57.24
05/10/2016 16:00:00,57.64
06/10/2016 16:00:00,57.74
07/10/2016 16:00:00,57.8
10/10/2016 16:00:00,58.04
11/10/2016 16:00:00,57.19
12/10/2016 16:00:00,57.11
13/10/2016 16:00:00,56.92
14/10/2016 16:00:00,57.42
17/10/2016 16:00:00,57.22
18/10/2016 16:00:00,57.66
19/10/2016 16:00:00,57.53
20/10/2016 16:00:00,57.25
21/10/2016 16:00:00,59.66
24/10/2016 16:00:00,61
25/10/2016 16:00:00,60.99
26/10/2016 16:00:00,60.63
27/10/2016 16:00:00,60.1
28/10/2016 16:00:00,59.87
31/10/2016 16:00:00,59.92
01/11/2016 16:00:00,59.8
02/11/2016 16:00:00,59.43
03/11/2016 16:00:00,59.21
04/11/2016 16:00:00,58.71
07/11/2016 16:00:00,60.42
08/11/2016 16:00:00,60.47
09/11/2016 16:00:00,60.17
10/11/2016 16:00:00,58.7
11/11/2016 16:00:00,59.02
14/11/2016 16:00:00,58.12
15/11/2016 16:00:00,58.87
16/11/2016 16:00:00,59.65
17/11/2016 16:00:00,60.64
18/11/2016 16:00:00,60.35
21/11/2016 16:00:00,60.86
22/11/2016 16:00:00,61.12
23/11/2016 16:00:00,60.4
25/11/2016 16:00:00,60.53
28/11/2016 16:00:00,60.61
29/11/2016 16:00:00,61.09
30/11/2016 16:00:00,60.26
01/12/2016 16:00:00,59.2
02/12/2016 16:00:00,59.25
05/12/2016 16:00:00,60.22
06/12/2016 16:00:00,59.95
07/12/2016 16:00:00,61.37
08/12/2016 16:00:00,61.01
09/12/2016 16:00:00,61.97
12/12/2016 16:00:00,62.17
13/12/2016 16:00:00,62.98
14/12/2016 16:00:00,62.68
15/12/2016 16:00:00,62.58
16/12/2016 16:00:00,62.3
19/12/2016 16:00:00,63.62
20/12/2016 16:00:00,63.54
21/12/2016 16:00:00,63.54
22/12/2016 16:00:00,63.55
23/12/2016 16:00:00,63.24
27/12/2016 16:00:00,63.28
28/12/2016 16:00:00,62.99
29/12/2016 16:00:00,62.9
30/12/2016 16:00:00,62.14
