Date,Close
04/01/2016 16:00:00,636.99
05/01/2016 16:00:00,633.79
06/01/2016 16:00:00,632.65
07/01/2016 16:00:00,607.94
08/01/2016 16:00:00,607.05
11/01/2016 16:00:00,617.74
12/01/2016 16:00:00,617.89
13/01/2016 16:00:00,581.81
14/01/2016 16:00:00,593
15/01/2016 16:00:00,570.18
19/01/2016 16:00:00,574.48
20/01/2016 16:00:00,571.77
21/01/2016 16:00:00,575.02
22/01/2016 16:00:00,596.38
25/01/2016 16:00:00,596.53
26/01/2016 16:00:00,601.25
27/01/2016 16:00:00,583.35
28/01/2016 16:00:00,635.35
29/01/2016 16:00:00,587
01/02/2016 16:00:00,574.81
02/02/2016 16:00:00,552.1
03/02/2016 16:00:00,531.07
04/02/2016 16:00:00,536.26
05/02/2016 16:00:00,502.13
08/02/2016 16:00:00,488.1
09/02/2016 16:00:00,482.07
10/02/2016 16:00:00,490.48
11/02/2016 16:00:00,503.82
12/02/2016 16:00:00,507.08
16/02/2016 16:00:00,521.1
17/02/2016 16:00:00,534.1
18/02/2016 16:00:00,525
19/02/2016 16:00:00,534.9
22/02/2016 16:00:00,559.5
23/02/2016 16:00:00,552.94
24/02/2016 16:00:00,554.04
25/02/2016 16:00:00,555.15
26/02/2016 16:00:00,555.23
29/02/2016 16:00:00,552.52
01/03/2016 16:00:00,579.04
02/03/2016 16:00:00,580.21
03/03/2016 16:00:00,577.49
04/03/2016 16:00:00,575.14
07/03/2016 16:00:00,562.8
08/03/2016 16:00:00,560.26
09/03/2016 16:00:00,559.47
10/03/2016 16:00:00,558.93
11/03/2016 16:00:00,569.61
14/03/2016 16:00:00,573.37
15/03/2016 16:00:00,577.02
16/03/2016 16:00:00,574.27
17/03/2016 16:00:00,559.44
18/03/2016 16:00:00,552.08
21/03/2016 16:00:00,553.98
22/03/2016 16:00:00,560.48
23/03/2016 16:00:00,569.63
24/03/2016 16:00:00,582.95
28/03/2016 16:00:00,579.87
29/03/2016 16:00:00,593.86
30/03/2016 16:00:00,598.69
31/03/2016 16:00:00,593.64
01/04/2016 16:00:00,598.5
04/04/2016 16:00:00,593.19
05/04/2016 16:00:00,586.14
06/04/2016 16:00:00,602.08
07/04/2016 16:00:00,591.43
08/04/2016 16:00:00,594.6
11/04/2016 16:00:00,595.93
12/04/2016 16:00:00,603.17
13/04/2016 16:00:00,614.82
14/04/2016 16:00:00,620.75
15/04/2016 16:00:00,625.89
18/04/2016 16:00:00,635.35
19/04/2016 16:00:00,627.9
20/04/2016 16:00:00,632.99
21/04/2016 16:00:00,631
22/04/2016 16:00:00,620.5
25/04/2016 16:00:00,626.2
26/04/2016 16:00:00,616.88
27/04/2016 16:00:00,606.57
28/04/2016 16:00:00,602
29/04/2016 16:00:00,659.59
02/05/2016 16:00:00,683.85
03/05/2016 16:00:00,671.32
04/05/2016 16:00:00,670.9
05/05/2016 16:00:00,659.09
06/05/2016 16:00:00,673.95
09/05/2016 16:00:00,679.75
10/05/2016 16:00:00,703.07
11/05/2016 16:00:00,713.23
12/05/2016 16:00:00,717.93
13/05/2016 16:00:00,709.92
16/05/2016 16:00:00,710.66
17/05/2016 16:00:00,695.27
18/05/2016 16:00:00,697.45
19/05/2016 16:00:00,698.52
20/05/2016 16:00:00,702.8
23/05/2016 16:00:00,696.75
24/05/2016 16:00:00,704.2
25/05/2016 16:00:00,708.35
26/05/2016 16:00:00,714.91
27/05/2016 16:00:00,712.24
31/05/2016 16:00:00,722.79
01/06/2016 16:00:00,719.44
02/06/2016 16:00:00,728.24
03/06/2016 16:00:00,725.54
06/06/2016 16:00:00,726.73
07/06/2016 16:00:00,723.74
08/06/2016 16:00:00,726.64
09/06/2016 16:00:00,727.65
10/06/2016 16:00:00,717.91
13/06/2016 16:00:00,715.24
14/06/2016 16:00:00,719.3
15/06/2016 16:00:00,714.26
16/06/2016 16:00:00,717.51
17/06/2016 16:00:00,706.39
20/06/2016 16:00:00,714.01
21/06/2016 16:00:00,715.82
22/06/2016 16:00:00,710.6
23/06/2016 16:00:00,722.08
24/06/2016 16:00:00,698.96
27/06/2016 16:00:00,691.36
28/06/2016 16:00:00,707.95
29/06/2016 16:00:00,715.6
30/06/2016 16:00:00,715.62
01/07/2016 16:00:00,725.68
05/07/2016 16:00:00,728.1
06/07/2016 16:00:00,737.61
07/07/2016 16:00:00,736.57
08/07/2016 16:00:00,745.81
11/07/2016 16:00:00,753.78
12/07/2016 16:00:00,748.21
13/07/2016 16:00:00,742.63
14/07/2016 16:00:00,741.2
15/07/2016 16:00:00,735.44
18/07/2016 16:00:00,736.07
19/07/2016 16:00:00,739.95
20/07/2016 16:00:00,745.72
21/07/2016 16:00:00,744.43
22/07/2016 16:00:00,744.86
25/07/2016 16:00:00,739.61
26/07/2016 16:00:00,735.59
27/07/2016 16:00:00,736.67
28/07/2016 16:00:00,752.61
29/07/2016 16:00:00,758.81
01/08/2016 16:00:00,767.74
02/08/2016 16:00:00,760.58
03/08/2016 16:00:00,754.64
04/08/2016 16:00:00,760.77
05/08/2016 16:00:00,765.98
08/08/2016 16:00:00,766.56
09/08/2016 16:00:00,768.31
10/08/2016 16:00:00,768.56
11/08/2016 16:00:00,771.24
12/08/2016 16:00:00,772.56
15/08/2016 16:00:00,768.49
16/08/2016 16:00:00,764.04
17/08/2016 16:00:00,764.63
18/08/2016 16:00:00,764.46
19/08/2016 16:00:00,757.31
22/08/2016 16:00:00,759.48
23/08/2016 16:00:00,762.45
24/08/2016 16:00:00,757.25
25/08/2016 16:00:00,759.22
26/08/2016 16:00:00,769
29/08/2016 16:00:00,771.29
30/08/2016 16:00:00,767.58
31/08/2016 16:00:00,769.16
01/09/2016 16:00:00,770.62
02/09/2016 16:00:00,772.44
06/09/2016 16:00:00,788.87
07/09/2016 16:00:00,784.48
08/09/2016 16:00:00,784.06
09/09/2016 16:00:00,760.14
12/09/2016 16:00:00,771.49
13/09/2016 16:00:00,761.01
14/09/2016 16:00:00,761.09
15/09/2016 16:00:00,769.69
16/09/2016 16:00:00,778.52
19/09/2016 16:00:00,775.1
20/09/2016 16:00:00,780.22
21/09/2016 16:00:00,789.74
22/09/2016 16:00:00,804.7
23/09/2016 16:00:00,805.75
26/09/2016 16:00:00,799.16
27/09/2016 16:00:00,816.11
28/09/2016 16:00:00,828.72
29/09/2016 16:00:00,829.05
30/09/2016 16:00:00,837.31
03/10/2016 16:00:00,836.74
04/10/2016 16:00:00,834.03
05/10/2016 16:00:00,844.36
06/10/2016 16:00:00,841.66
07/10/2016 16:00:00,839.43
10/10/2016 16:00:00,841.71
11/10/2016 16:00:00,831
12/10/2016 16:00:00,834.09
13/10/2016 16:00:00,829.28
14/10/2016 16:00:00,822.96
17/10/2016 16:00:00,812.95
18/10/2016 16:00:00,817.65
19/10/2016 16:00:00,817.69
20/10/2016 16:00:00,810.32
21/10/2016 16:00:00,818.99
24/10/2016 16:00:00,838.09
25/10/2016 16:00:00,835.18
26/10/2016 16:00:00,822.59
27/10/2016 16:00:00,818.36
28/10/2016 16:00:00,776.32
31/10/2016 16:00:00,789.82
01/11/2016 16:00:00,785.41
02/11/2016 16:00:00,765.56
03/11/2016 16:00:00,767.03
04/11/2016 16:00:00,755.05
07/11/2016 16:00:00,784.93
08/11/2016 16:00:00,787.75
09/11/2016 16:00:00,771.88
10/11/2016 16:00:00,742.38
11/11/2016 16:00:00,739.01
14/11/2016 16:00:00,719.07
15/11/2016 16:00:00,743.24
16/11/2016 16:00:00,746.49
17/11/2016 16:00:00,756.4
18/11/2016 16:00:00,760.16
21/11/2016 16:00:00,780
22/11/2016 16:00:00,785.33
23/11/2016 16:00:00,780.12
25/11/2016 16:00:00,780.37
28/11/2016 16:00:00,766.77
29/11/2016 16:00:00,762.52
30/11/2016 16:00:00,750.57
01/12/2016 16:00:00,743.65
02/12/2016 16:00:00,740.34
05/12/2016 16:00:00,759.36
06/12/2016 16:00:00,764.72
07/12/2016 16:00:00,770.42
08/12/2016 16:00:00,767.33
09/12/2016 16:00:00,768.66
12/12/2016 16:00:00,760.12
13/12/2016 16:00:00,774.34
14/12/2016 16:00:00,768.82
15/12/2016 16:00:00,761
16/12/2016 16:00:00,757.77
19/12/2016 16:00:00,766
20/12/2016 16:00:00,771.22
21/12/2016 16:00:00,770.6
22/12/2016 16:00:00,766.34
23/12/2016 16:00:00,760.59
27/12/2016 16:00:00,771.4
28/12/2016 16:00:00,772.13
29/12/2016 16:00:00,765.15
30/12/2016 16:00:00,749.87
